-180.0,-170.0,-160.0,-140.0,-130.0,-120.0,-110.0,-100.0,-90.0,-80.0,-70.0,-60.0,-50.0,-40.0,-30.0,-20.0,-10.0,0.0,10.0,20.0,30.0,140.0,150.0,160.0,170.0
-178.105786559,-167.812307106,-150.068630901,-134.359705527,-125.041235602,-112.068929466,-106.29341307,-91.6628382022,-83.933247827,-73.8740808725,-61.3400515544,-58.5881627983,-42.5589638132,-32.137965115,-20.6546544783,-14.9351437352,-7.3665906072,4.44314122077,14.2887019711,20.0780007086,30.3576173103,149.855694544,158.721011809,164.642788233,172.344110928
 , , ,-133.929209562,-122.959195498,-114.104413432,-107.50965253,-92.9659615441,-86.4535775613,-75.67070791,-64.9600101576,-57.7492108122,-43.4229405683,-33.5179201839,-20.7133749246,-16.4391084482,-3.81864759246,5.94039011778,13.3005260873,20.5293092669,31.5548445874,149.045512748,157.019318317, ,171.33115952
 , , , , , , ,-93.2642121287, , ,-66.2517781643,-58.3152991107,-44.7732232628,-34.8293122487,-22.9381845352,-19.9269790696, ,5.66335462737,14.7933947366,21.025338209,32.1838297592,148.71530398,155.576671194, , 
 , , , , , , ,-94.4516264637, , , , ,-44.148628414, ,-25.2249271024,-13.4901719186, ,6.33099927172,19.9710050501,21.5905394415,32.3736036893,148.456035339,154.521094621, , 
 , , , , , , ,-95.2849547241, , , , , , ,-29.7115925119, , , ,19.001840656,22.4936098766,32.9389488934,148.271254837,150.289110465, , 
 , , , , , , , , , , , , , , , , , ,18.9305203817,23.5101367009,33.2301901552,147.919449441,154.205739801, , 
 , , , , , , , , , , , , , , , , , ,17.804947843,23.7129232985,33.70908375,146.593495533,157.074771344, , 
 , , , , , , , , , , , , , , , , , ,17.2073199266,22.6713268327,34.2226040719,147.167546982,154.922589941, , 
 , , , , , , , , , , , , , , , , , ,16.3013805788,22.2950809241,34.7357241419,147.627355083, , , 
 , , , , , , , , , , , , , , , , , ,15.4823559293,22.6201905197,35.2072661465,147.294402342, , , 
 , , , , , , , , , , , , , , , , , ,17.4714997014, ,35.5077495386, , , , 
 , , , , , , , , , , , , , , , , , , , ,35.7231030028, , , , 
 , , , , , , , , , , , , , , , , , , , ,35.8833217727, , , , 
 , , , , , , , , , , , , , , , , , , , ,35.945935898, , , , 
 , , , , , , , , , , , , , , , , , , , ,35.8313063965, , , , 
 , , , , , , , , , , , , , , , , , , , ,35.5330671815, , , , 
 , , , , , , , , , , , , , , , , , , , ,33.8208023829, , , , 
 , , , , , , , , , , , , , , , , , , , ,35.3379534619, , , , 
 , , , , , , , , , , , , , , , , , , , ,36.3391550919, , , , 
 , , , , , , , , , , , , , , , , , , , ,36.2105989991, , , , 
 , , , , , , , , , , , , , , , , , , , ,36.916726948, , , , 
 , , , , , , , , , , , , , , , , , , , ,36.5267791582, , , , 
 , , , , , , , , , , , , , , , , , , , ,35.7979268008, , , , 
 , , , , , , , , , , , , , , , , , , , ,35.3202999714, , , , 
